sample_id,label,label_id,word,word_id,grouping,image_count,feature_path,bone_degenerate_hands,status,split
S20-Ñ-frontal-3,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S20-Ñ-frontal-3.npy,0,ok,test
S20-Ñ-frontal-4,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S20-Ñ-frontal-4.npy,0,ok,test
S20-Ñ-frontal-5,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S20-Ñ-frontal-5.npy,0,ok,test
S1-J-frontal-1,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S1-J-frontal-1.npy,0,ok,train
S1-J-frontal-2,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S1-J-frontal-2.npy,0,ok,train
S1-J-frontal-3,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S1-J-frontal-3.npy,0,ok,train
S1-J-frontal-4,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S1-J-frontal-4.npy,0,ok,train
S1-J-frontal-5,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S1-J-frontal-5.npy,0,ok,train
S1-K-frontal-1,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S1-K-frontal-1.npy,0,ok,train
S1-K-frontal-2,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S1-K-frontal-2.npy,0,ok,train
S1-K-frontal-3,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S1-K-frontal-3.npy,0,ok,train
S1-K-frontal-4,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S1-K-frontal-4.npy,0,ok,train
S1-K-frontal-5,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S1-K-frontal-5.npy,0,ok,train
S1-Q-frontal-1,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S1-Q-frontal-1.npy,0,ok,train
S1-Q-frontal-2,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S1-Q-frontal-2.npy,0,ok,train
S1-Q-frontal-3,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S1-Q-frontal-3.npy,0,ok,train
S1-Q-frontal-4,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S1-Q-frontal-4.npy,0,ok,train
S1-Q-frontal-5,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S1-Q-frontal-5.npy,0,ok,train
S1-X-frontal-1,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S1-X-frontal-1.npy,0,ok,train
S1-X-frontal-2,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S1-X-frontal-2.npy,0,ok,train
S1-X-frontal-3,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S1-X-frontal-3.npy,0,ok,train
S1-X-frontal-4,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S1-X-frontal-4.npy,0,ok,train
S1-X-frontal-5,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S1-X-frontal-5.npy,0,ok,train
S1-X-frontal-6,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S1-X-frontal-6.npy,0,ok,train
S1-Z-frontal-1,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S1-Z-frontal-1.npy,0,ok,train
S1-Z-frontal-2,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S1-Z-frontal-2.npy,0,ok,train
S1-Z-frontal-3,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S1-Z-frontal-3.npy,0,ok,train
S1-Z-frontal-4,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S1-Z-frontal-4.npy,0,ok,train
S1-Z-frontal-5,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S1-Z-frontal-5.npy,0,ok,train
S1-Ñ-frontal-1,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S1-Ñ-frontal-1.npy,0,ok,train
S1-Ñ-frontal-2,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S1-Ñ-frontal-2.npy,0,ok,train
S1-Ñ-frontal-3,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S1-Ñ-frontal-3.npy,0,ok,train
S1-Ñ-frontal-4,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S1-Ñ-frontal-4.npy,0,ok,train
S1-Ñ-frontal-5,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S1-Ñ-frontal-5.npy,0,ok,train
S1-Ñ-frontal-6,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S1-Ñ-frontal-6.npy,0,ok,train
S10-J-frontal-1,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S10-J-frontal-1.npy,0,ok,train
S10-J-frontal-2,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S10-J-frontal-2.npy,0,ok,train
S10-J-frontal-3,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S10-J-frontal-3.npy,0,ok,train
S10-J-frontal-4,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S10-J-frontal-4.npy,0,ok,train
S10-J-frontal-5,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S10-J-frontal-5.npy,0,ok,train
S10-K-frontal-1,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S10-K-frontal-1.npy,0,ok,train
S10-K-frontal-2,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S10-K-frontal-2.npy,0,ok,train
S10-K-frontal-3,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S10-K-frontal-3.npy,0,ok,train
S10-K-frontal-4,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S10-K-frontal-4.npy,0,ok,train
S10-K-frontal-5,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S10-K-frontal-5.npy,0,ok,train
S10-Q-frontal-1,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S10-Q-frontal-1.npy,0,ok,train
S10-Q-frontal-2,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S10-Q-frontal-2.npy,0,ok,train
S10-Q-frontal-3,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S10-Q-frontal-3.npy,0,ok,train
S10-Q-frontal-4,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S10-Q-frontal-4.npy,0,ok,train
S10-Q-frontal-5,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S10-Q-frontal-5.npy,0,ok,train
S10-X-frontal-1,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S10-X-frontal-1.npy,0,ok,train
S10-X-frontal-2,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S10-X-frontal-2.npy,0,ok,train
S10-X-frontal-3,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S10-X-frontal-3.npy,0,ok,train
S10-X-frontal-4,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S10-X-frontal-4.npy,0,ok,train
S10-X-frontal-5,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S10-X-frontal-5.npy,0,ok,train
S10-Z-frontal-1,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S10-Z-frontal-1.npy,0,ok,train
S10-Z-frontal-2,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S10-Z-frontal-2.npy,0,ok,train
S10-Z-frontal-3,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S10-Z-frontal-3.npy,0,ok,train
S10-Z-frontal-4,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S10-Z-frontal-4.npy,0,ok,train
S10-Z-frontal-5,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S10-Z-frontal-5.npy,0,ok,train
S10-Ñ-frontal-1,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S10-Ñ-frontal-1.npy,0,ok,train
S10-Ñ-frontal-2,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S10-Ñ-frontal-2.npy,0,ok,train
S10-Ñ-frontal-3,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S10-Ñ-frontal-3.npy,0,ok,train
S10-Ñ-frontal-4,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S10-Ñ-frontal-4.npy,0,ok,train
S10-Ñ-frontal-5,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S10-Ñ-frontal-5.npy,0,ok,train
S11-J-frontal-1,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S11-J-frontal-1.npy,0,ok,train
S11-J-frontal-2,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S11-J-frontal-2.npy,0,ok,train
S11-J-frontal-3,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S11-J-frontal-3.npy,0,ok,train
S11-J-frontal-4,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S11-J-frontal-4.npy,0,ok,train
S11-J-frontal-5,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S11-J-frontal-5.npy,0,ok,train
S11-K-frontal-1,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S11-K-frontal-1.npy,0,ok,train
S11-K-frontal-2,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S11-K-frontal-2.npy,0,ok,train
S11-K-frontal-3,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S11-K-frontal-3.npy,0,ok,train
S11-K-frontal-4,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S11-K-frontal-4.npy,0,ok,train
S11-K-frontal-5,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S11-K-frontal-5.npy,0,ok,train
S11-K-frontal-6,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S11-K-frontal-6.npy,0,ok,train
S11-Q-frontal-1,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S11-Q-frontal-1.npy,0,ok,train
S11-Q-frontal-2,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S11-Q-frontal-2.npy,0,ok,train
S11-Q-frontal-3,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S11-Q-frontal-3.npy,0,ok,train
S11-Q-frontal-4,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S11-Q-frontal-4.npy,0,ok,train
S11-Q-frontal-5,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S11-Q-frontal-5.npy,0,ok,train
S11-X-frontal-1,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S11-X-frontal-1.npy,0,ok,train
S11-X-frontal-2,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S11-X-frontal-2.npy,0,ok,train
S11-X-frontal-3,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S11-X-frontal-3.npy,0,ok,train
S11-X-frontal-4,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S11-X-frontal-4.npy,0,ok,train
S11-X-frontal-5,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S11-X-frontal-5.npy,0,ok,train
S11-X-frontal-6,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S11-X-frontal-6.npy,0,ok,train
S11-Z-frontal-1,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S11-Z-frontal-1.npy,0,ok,train
S11-Z-frontal-2,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S11-Z-frontal-2.npy,0,ok,train
S11-Z-frontal-3,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S11-Z-frontal-3.npy,0,ok,train
S11-Z-frontal-4,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S11-Z-frontal-4.npy,0,ok,train
S11-Z-frontal-5,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S11-Z-frontal-5.npy,0,ok,train
S11-Ñ-frontal-1,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S11-Ñ-frontal-1.npy,0,ok,train
S11-Ñ-frontal-2,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S11-Ñ-frontal-2.npy,0,ok,train
S11-Ñ-frontal-3,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S11-Ñ-frontal-3.npy,0,ok,train
S11-Ñ-frontal-4,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S11-Ñ-frontal-4.npy,0,ok,train
S11-Ñ-frontal-5,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S11-Ñ-frontal-5.npy,0,ok,train
S12-J-frontal-1,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S12-J-frontal-1.npy,0,ok,train
S12-J-frontal-2,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S12-J-frontal-2.npy,0,ok,train
S12-J-frontal-3,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S12-J-frontal-3.npy,0,ok,train
S12-J-frontal-4,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S12-J-frontal-4.npy,0,ok,train
S12-J-frontal-5,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S12-J-frontal-5.npy,0,ok,train
S12-K-frontal-1,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S12-K-frontal-1.npy,0,ok,train
S12-K-frontal-2,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S12-K-frontal-2.npy,0,ok,train
S12-K-frontal-3,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S12-K-frontal-3.npy,0,ok,train
S12-K-frontal-4,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S12-K-frontal-4.npy,0,ok,train
S12-K-frontal-5,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S12-K-frontal-5.npy,0,ok,train
S12-Q-frontal-1,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S12-Q-frontal-1.npy,0,ok,train
S12-Q-frontal-2,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S12-Q-frontal-2.npy,0,ok,train
S12-Q-frontal-3,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S12-Q-frontal-3.npy,0,ok,train
S12-Q-frontal-4,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S12-Q-frontal-4.npy,0,ok,train
S12-Q-frontal-5,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S12-Q-frontal-5.npy,0,ok,train
S12-X-frontal-1,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S12-X-frontal-1.npy,0,ok,train
S12-X-frontal-2,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S12-X-frontal-2.npy,0,ok,train
S12-X-frontal-3,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S12-X-frontal-3.npy,0,ok,train
S12-X-frontal-4,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S12-X-frontal-4.npy,0,ok,train
S12-X-frontal-5,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S12-X-frontal-5.npy,0,ok,train
S12-Z-frontal-1,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S12-Z-frontal-1.npy,0,ok,train
S12-Z-frontal-2,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S12-Z-frontal-2.npy,0,ok,train
S12-Z-frontal-3,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S12-Z-frontal-3.npy,0,ok,train
S12-Z-frontal-4,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S12-Z-frontal-4.npy,0,ok,train
S12-Z-frontal-5,Z,Z,Z,Z,dynamic,0,msl-dynamic/bone_vector126/Z/S12-Z-frontal-5.npy,0,ok,train
S12-Ñ-frontal-1,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S12-Ñ-frontal-1.npy,0,ok,train
S12-Ñ-frontal-2,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S12-Ñ-frontal-2.npy,0,ok,train
S12-Ñ-frontal-3,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S12-Ñ-frontal-3.npy,0,ok,train
S12-Ñ-frontal-4,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S12-Ñ-frontal-4.npy,0,ok,train
S12-Ñ-frontal-5,Ñ,Ñ,Ñ,Ñ,dynamic,0,msl-dynamic/bone_vector126/Ñ/S12-Ñ-frontal-5.npy,0,ok,train
S13-J-frontal-1,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S13-J-frontal-1.npy,0,ok,train
S13-J-frontal-2,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S13-J-frontal-2.npy,0,ok,train
S13-J-frontal-3,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S13-J-frontal-3.npy,0,ok,train
S13-J-frontal-4,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S13-J-frontal-4.npy,0,ok,train
S13-J-frontal-5,J,J,J,J,dynamic,0,msl-dynamic/bone_vector126/J/S13-J-frontal-5.npy,0,ok,train
S13-K-frontal-1,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S13-K-frontal-1.npy,0,ok,train
S13-K-frontal-2,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S13-K-frontal-2.npy,0,ok,train
S13-K-frontal-3,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S13-K-frontal-3.npy,0,ok,train
S13-K-frontal-4,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S13-K-frontal-4.npy,0,ok,train
S13-K-frontal-5,K,K,K,K,dynamic,0,msl-dynamic/bone_vector126/K/S13-K-frontal-5.npy,0,ok,train
S13-Q-frontal-1,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S13-Q-frontal-1.npy,0,ok,train
S13-Q-frontal-2,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S13-Q-frontal-2.npy,0,ok,train
S13-Q-frontal-3,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S13-Q-frontal-3.npy,0,ok,train
S13-Q-frontal-4,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S13-Q-frontal-4.npy,0,ok,train
S13-Q-frontal-5,Q,Q,Q,Q,dynamic,0,msl-dynamic/bone_vector126/Q/S13-Q-frontal-5.npy,0,ok,train
S13-X-frontal-1,X,X,X,X,dynamic,0,msl-dynamic/bone_vector126/X/S13-X-frontal-1.npy,0,ok,train
