sample_id,source_dataset,participant_id,label_lsm,label_group,label_status,split_external,video_internal_path,source_filename_stem,feature_status,feature_path,feature_error
mendeley_labeled15_P01_42221b1c6dc29b64,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_b.mp4,Ciclo_2_5_Izquierda_b,pending,,
mendeley_labeled15_P01_b1f3871f30d1c849,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_b.mp4,Ciclo_3_5_Derecha_b,pending,,
mendeley_labeled15_P01_27fabd2a50b09dae,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_b.mp4,Ciclo_3_5_Izquierda_b,pending,,
mendeley_labeled15_P01_e34d7048f26a7c68,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_b.mp4,Ciclo_4_5_Derecha_b,pending,,
mendeley_labeled15_P01_4cd628f8a1e683d3,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_b.mp4,Ciclo_4_5_Izquierda_b,pending,,
mendeley_labeled15_P01_ae08387ad5841a5b,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_b.mp4,Ciclo_5_5_Derecha_b,pending,,
mendeley_labeled15_P01_bf8a5ea5234ed12a,5s4mt7xrd9.1,P01,b,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_b.mp4,Ciclo_5_5_Izquierda_b,pending,,
mendeley_labeled15_P01_85dc38c1e0ebbc1e,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_c.mp4,Ciclo_1_5_Derecha_c,pending,,
mendeley_labeled15_P01_d7dbf6667c9b5ec1,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_c.mp4,Ciclo_1_5_Izquierda_c,pending,,
mendeley_labeled15_P01_55dc420165704271,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_c.mp4,Ciclo_2_5_Derecha_c,pending,,
mendeley_labeled15_P01_2b54d53c51fe2cc8,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_c.mp4,Ciclo_2_5_Izquierda_c,pending,,
mendeley_labeled15_P01_fa95b90e6fac6e60,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_c.mp4,Ciclo_3_5_Derecha_c,pending,,
mendeley_labeled15_P01_d38563ceea55e508,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_c.mp4,Ciclo_3_5_Izquierda_c,pending,,
mendeley_labeled15_P01_f77bd4a46c095d1a,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_c.mp4,Ciclo_4_5_Derecha_c,pending,,
mendeley_labeled15_P01_c8b8ee1d6d380d9b,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_c.mp4,Ciclo_4_5_Izquierda_c,pending,,
mendeley_labeled15_P01_1204375e0af18c05,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_c.mp4,Ciclo_5_5_Derecha_c,pending,,
mendeley_labeled15_P01_a4ad5dab0640e1d9,5s4mt7xrd9.1,P01,c,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_c.mp4,Ciclo_5_5_Izquierda_c,pending,,
mendeley_labeled15_P01_1b0a5e76733d1955,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_d.mp4,Ciclo_1_5_Derecha_d,pending,,
mendeley_labeled15_P01_cc2eacaa6791e197,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_d.mp4,Ciclo_1_5_Izquierda_d,pending,,
mendeley_labeled15_P01_60d15985e012d306,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_d.mp4,Ciclo_2_5_Derecha_d,pending,,
mendeley_labeled15_P01_6d76a76d558326c6,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_d.mp4,Ciclo_2_5_Izquierda_d,pending,,
mendeley_labeled15_P01_03e1c189d87cace2,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_d.mp4,Ciclo_3_5_Derecha_d,pending,,
mendeley_labeled15_P01_3386cd13efad8771,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_d.mp4,Ciclo_3_5_Izquierda_d,pending,,
mendeley_labeled15_P01_6137b30f9511f4d4,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_d.mp4,Ciclo_4_5_Derecha_d,pending,,
mendeley_labeled15_P01_3616f3663b574170,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_d.mp4,Ciclo_4_5_Izquierda_d,pending,,
mendeley_labeled15_P01_b0b2d3e01f88679a,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_d.mp4,Ciclo_5_5_Derecha_d,pending,,
mendeley_labeled15_P01_2b418951275eb305,5s4mt7xrd9.1,P01,d,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_d.mp4,Ciclo_5_5_Izquierda_d,pending,,
mendeley_labeled15_P01_9d26ff433a1ecc15,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_e.mp4,Ciclo_1_5_Derecha_e,pending,,
mendeley_labeled15_P01_4dc612631719a104,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_e.mp4,Ciclo_1_5_Izquierda_e,pending,,
mendeley_labeled15_P01_c11579e1a868917b,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_e.mp4,Ciclo_2_5_Derecha_e,pending,,
mendeley_labeled15_P01_d23d298bc5d52ec7,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_e.mp4,Ciclo_2_5_Izquierda_e,pending,,
mendeley_labeled15_P01_ce83c1892d471d43,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_e.mp4,Ciclo_3_5_Derecha_e,pending,,
mendeley_labeled15_P01_3c4b9497b373466a,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_e.mp4,Ciclo_3_5_Izquierda_e,pending,,
mendeley_labeled15_P01_c08540a748c4e7a4,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_e.mp4,Ciclo_4_5_Derecha_e,pending,,
mendeley_labeled15_P01_46096b8ef4bedf75,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_e.mp4,Ciclo_4_5_Izquierda_e,pending,,
mendeley_labeled15_P01_90b5edcf8b044351,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_e.mp4,Ciclo_5_5_Derecha_e,pending,,
mendeley_labeled15_P01_6951674f9d0dc5de,5s4mt7xrd9.1,P01,e,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_e.mp4,Ciclo_5_5_Izquierda_e,pending,,
mendeley_labeled15_P01_a782884d94698bd9,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_f.mp4,Ciclo_1_5_Derecha_f,pending,,
mendeley_labeled15_P01_f3772487b7385377,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_f.mp4,Ciclo_1_5_Izquierda_f,pending,,
mendeley_labeled15_P01_a4cfe4856d099b07,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_f.mp4,Ciclo_2_5_Derecha_f,pending,,
mendeley_labeled15_P01_4cd09df5a4585231,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_f.mp4,Ciclo_2_5_Izquierda_f,pending,,
mendeley_labeled15_P01_f2b1850574092d63,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_f.mp4,Ciclo_3_5_Derecha_f,pending,,
mendeley_labeled15_P01_bf890c2803c8c6d3,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_f.mp4,Ciclo_3_5_Izquierda_f,pending,,
mendeley_labeled15_P01_7580c502dfab7dc2,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_f.mp4,Ciclo_4_5_Derecha_f,pending,,
mendeley_labeled15_P01_ff68d97df1c3ed79,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_f.mp4,Ciclo_4_5_Izquierda_f,pending,,
mendeley_labeled15_P01_d9f3d35e67a11f96,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_f.mp4,Ciclo_5_5_Derecha_f,pending,,
mendeley_labeled15_P01_6d59c82bf90f2fcc,5s4mt7xrd9.1,P01,f,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_f.mp4,Ciclo_5_5_Izquierda_f,pending,,
mendeley_labeled15_P01_357f2a1b51e314e3,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_g.mp4,Ciclo_1_5_Derecha_g,pending,,
mendeley_labeled15_P01_8f3e1d92c87d6fdc,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_g.mp4,Ciclo_1_5_Izquierda_g,pending,,
mendeley_labeled15_P01_d7903f8700b19665,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_g.mp4,Ciclo_2_5_Derecha_g,pending,,
mendeley_labeled15_P01_f75560086c32e069,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_g.mp4,Ciclo_2_5_Izquierda_g,pending,,
mendeley_labeled15_P01_2b7d5aed509b8ea1,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_derecha_g.mp4,Ciclo_3_5_derecha_g,pending,,
mendeley_labeled15_P01_1ed8390242eaa027,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_g.mp4,Ciclo_3_5_Izquierda_g,pending,,
mendeley_labeled15_P01_811995396f0b1869,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_g.mp4,Ciclo_4_5_Derecha_g,pending,,
mendeley_labeled15_P01_13e1c4e38e27fefe,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_g.mp4,Ciclo_4_5_Izquierda_g,pending,,
mendeley_labeled15_P01_f5aa4afa66d5ae4c,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_g.mp4,Ciclo_5_5_Derecha_g,pending,,
mendeley_labeled15_P01_f4615a4cd1423276,5s4mt7xrd9.1,P01,g,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_g.mp4,Ciclo_5_5_Izquierda_g,pending,,
mendeley_labeled15_P01_ae1e99fefb3031d7,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_h.mp4,Ciclo_1_5_Derecha_h,pending,,
mendeley_labeled15_P01_45fa84e5d15ce05a,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_h.mp4,Ciclo_1_5_Izquierda_h,pending,,
mendeley_labeled15_P01_f9411b7921ee713a,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_h.mp4,Ciclo_2_5_Derecha_h,pending,,
mendeley_labeled15_P01_151531c70540af5f,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_h.mp4,Ciclo_2_5_Izquierda_h,pending,,
mendeley_labeled15_P01_9e84ea227a6d9d09,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_h.mp4,Ciclo_3_5_Derecha_h,pending,,
mendeley_labeled15_P01_f7bb2ab9776a7b1f,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_h.mp4,Ciclo_3_5_Izquierda_h,pending,,
mendeley_labeled15_P01_f5db803ec7ba1a06,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_h.mp4,Ciclo_4_5_Derecha_h,pending,,
mendeley_labeled15_P01_cab38a98f2d0dd1c,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_h.mp4,Ciclo_4_5_Izquierda_h,pending,,
mendeley_labeled15_P01_83a60dc39f25d1e9,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_h.mp4,Ciclo_5_5_Derecha_h,pending,,
mendeley_labeled15_P01_071ee78c72b11527,5s4mt7xrd9.1,P01,h,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_h.mp4,Ciclo_5_5_Izquierda_h,pending,,
mendeley_labeled15_P01_eab2279d399f8d7b,5s4mt7xrd9.1,P01,i,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_i.mp4,Ciclo_1_5_Derecha_i,pending,,
mendeley_labeled15_P01_8d62aecc970d0516,5s4mt7xrd9.1,P01,i,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_i.mp4,Ciclo_1_5_Izquierda_i,pending,,
mendeley_labeled15_P01_eb80315d16009ea9,5s4mt7xrd9.1,P01,i,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_i.mp4,Ciclo_2_5_Derecha_i,pending,,
mendeley_labeled15_P01_bd93ce7ffc29da05,5s4mt7xrd9.1,P01,i,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_i.mp4,Ciclo_2_5_Izquierda_i,pending,,
mendeley_labeled15_P01_bfa9f5084c14e03c,5s4mt7xrd9.1,P01,i,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_i.mp4,Ciclo_3_5_Derecha_i,pending,,
mendeley_labeled15_P01_69b4a6df32b7f600,5s4mt7xrd9.1,P01,i,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_i.mp4,Ciclo_3_5_Izquierda_i,pending,,
