sample_id,label_lsm_static,performer_index_unverified,source_v1_relative_path,source_v1_sha256,canonical_relative_path,canonical_sha256,source_centroid_x,source_centroid_y,source_centroid_z,source_radius,content_duplicate_group_size,is_duplicate_content,is_quarantined_duplicate_copy,split,dataset_doi,license
a5,A,5,A\a5.txt,7554e95638fc0b6dafd82992bbc83431fb9283ef555c5b45505adddf262d65e7,A\a5.npy,ba7864f2ad7eee0d720f37c726b2e29b2ea80c144ae50797b0a57e79d8d96388,0.03606837045669716,0.1241186894144426,0.7662847642870227,0.09306167393955192,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
a6,A,6,A\a6.txt,be2f0679cfab4cfd6a81b59cbb058b42b68bb8e2f79347dbde2f31c37767cce6,A\a6.npy,855afc7f65093dd3deb872c8d696f934c4e7a8db5685e37f193498c75fdc392e,3.807106669234607e-09,-2.749576822746224e-09,5.710659883803028e-09,1.0000000155579556,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
a7,A,7,A\a7.txt,ee6394127a72068a88a7fd3959e5c62c00f18ba0a8720d5ea8565d437e51c4ca,A\a7.npy,b1cc3f809e3f3d752e4ffa52edfe2c77a0f7837b04d17791dacfa32a6d5a678c,-1.2257906240259354e-09,-7.354743837322894e-10,-2.2064231659422305e-09,0.9999998649594707,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
a8,A,8,A\a8.txt,f75a8cec8daf995c5043e95725f024e65c6676b1c78f60036c1dce5600389a72,A\a8.npy,70f0713178846d5acdf02553f90f31240877bef4ace8718fdc78c85acc8b36f1,1.7857145739279862e-09,-8.928574426802069e-10,8.482142872020398e-09,0.9999995918078747,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
a9,A,9,A\a9.txt,f9c9751d45d0e32ef9451f88954ad8f02d04da36bd4af81a5f491328c29f4760,A\a9.npy,6950e0bd3384de5c2cf959183fedb104a527757975ea9ed1a7be3de22a6ebaf0,-4.944375890310427e-09,-6.18046990800371e-10,-1.8541409141619002e-09,0.999999791499621,2,True,True,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b1,B,1,B\b1.txt,ce0642964bccc3c6cd3d1da8796f7c7e2dfe99f14b55e4a3e5091114b69342b9,B\b1.npy,868acce65daa648db07542e55157199e354296aaab85ff8b8a476ef0146afab6,-1.6471608143737975e-08,3.4677074985040602e-09,3.901170345887768e-09,1.0000001341257574,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b10,B,10,B\b10.txt,d8f44add505df1659a507693e859dd673a845be75bf861c61add9617c168e1ae,B\b10.npy,a16a3b7e839260190a97193617f6b99c20c6fcdd276b7bf034a183b1e6afecfb,0.039146239583750936,-0.14646461414415496,0.7873600599904242,0.09101238456328839,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b11,B,11,B\b11.txt,e4f087a464b26170e2a0e213b1ba979b5e95545653ab39ee0a351d01c2cb44c5,B\b11.npy,e21f0d830687c9e191d7f3f6d46775d4ae8d20160575215678e9b237238bc269,0.012407867338307253,-0.17307492905356375,0.7801862402703289,0.08735292177878763,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b12,B,12,B\b12.txt,582fceef39848174e4e60c4f80e36eb2263359b54f29b26a7b2369b26d02b73e,B\b12.npy,c3eb86afc032f0343d279d3d06449c8d819e6713aff09c06f000ad25bad9efbb,0.08469345251923568,-0.18088969334077928,0.7792437660163603,0.09175862711311397,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b13,B,13,B\b13.txt,4db207b16a36fbcce06b4766f2be872d0147a3abf11bb3d00ad16968a2a7c5aa,B\b13.npy,1e591ec1e9dd706b05c0489c732ff963f5ef6fd0a03441f2ed5ffb22654c660d,0.058669479863855054,-0.09606875138073288,0.7485087322641496,0.09951177351070643,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b14,B,14,B\b14.txt,d8a473f325aecea50ac0509ff8e570718fb515d750ec19c4af502db2c249f9df,B\b14.npy,75d5ef9cf1ae5016bdfe7d951031e6753abea3cdfaf2377206f1cec4b3680136,-0.051735758880827744,-0.0848690347050782,0.7761830287684993,0.09991004478419846,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b15,B,15,B\b15.txt,5ddd3a962484a1b690bd29e91b614d241688ca834d4475846f41ce14b98c97a6,B\b15.npy,36ea5c9862124014ff4ea0979dfcf95afabb77baf6d88e9618c1d8ffb563c9ef,0.07821393728855473,-0.06415481689372897,0.7596742161602325,0.09910875810344794,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b2,B,2,B\b2.txt,1fbf9a108a43ce263606de906c9efe9621cdbb06455fd211b0b985be9d78d3d7,B\b2.npy,7c59b18ea53c766fccb472dd621a4fd2ab51da01497c34c7ebb76fba47872788,4.500450194904099e-10,8.550854559472747e-09,-5.625562564642105e-09,0.9999998991316215,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b3,B,3,B\b3.txt,9b4b5d5eab3d3e5268639c42c51d7a95bd9b505547edb9b210351befaa5dcd7a,B\b3.npy,c04edeb2f4538528a3a2fe258ce6ad3844427d25dec43025c4a86c666b0aebdb,-2.4841915367221725e-09,-3.1616978622668644e-09,-4.742547410052965e-09,0.9999997838440368,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b4,B,4,B\b4.txt,c6e8e47035dd2a6eb6b301aa5a7ad9403c9bd2bbd0bc20d05a49e123c8880125,B\b4.npy,7ac0c751d862fa5e958e36dc54830891714f4c2b11877e2f702de1ecdc93ce09,-3.951007535364664e-09,-3.951009838452364e-10,1.5804030005630699e-09,1.0000004978301984,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b5,B,5,B\b5.txt,1e2912fc9d7db1c9c25cb3a484fe188aeac4755f29a09593726ef8f6fd675d9c,B\b5.npy,6afd0f9670a26b0975862cb2d5869971824a58c65d01da7dd9eaf2add804be3f,-3.615328984195148e-09,-4.519160647790772e-09,3.6153290564037966e-10,1.0000000489480827,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b6,B,6,B\b6.txt,18d2c43aadedcd9061df05fafa85ddb6050e8b0bb3ae44cc2edd41653066f040,B\b6.npy,bf2157a22c197d629122d49ec9c99baf1a17347973581f0a90366773e470661d,2.3160762966285034e-09,-1.2261580868113765e-09,-4.087193468727634e-09,0.9999996482891435,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b7,B,7,B\b7.txt,a1798fd55a0360f595d7dcd4f2b5563bda8effff597963e5c893832d1a4962f6,B\b7.npy,c68c27457631dbf9edcba101f1699d2d3a766d4198d74bb74fb94e66ca5d3c28,-2.7542790478336374e-09,1.7706081303958497e-09,-1.5738736938771508e-09,0.9999998644472674,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b8,B,8,B\b8.txt,0e9147b236fd82f486631353346369e4b89573a29543f5dad61d9f776885aa66,B\b8.npy,c703bc728f6b74f6292e4b02f5d01939d30893ebd069f31c8f825f87729e5a84,7.647598638636936e-09,4.536665390927758e-16,5.506271029428697e-09,1.0000002179909957,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
b9,B,9,B\b9.txt,7467d8c71dd67721a4de12ece58b099fe7b62e8f23f58fd6d94786f7964d4fd3,B\b9.npy,c7d65ea5cfc2a2b88a2d665a03439db0397c218b1c2874be870704ac2ddce8fe,4.0609136958945e-09,-4.6700504830643366e-09,-1.2182741126034096e-09,1.0000003338307704,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c1,C,1,C\c1.txt,ee775542b0b05329375b9909d6af612cc849217157b0405bc08e93c4c5686eed,C\c1.npy,61d976a81e453fb3f55a9492535defb3a2faf070cc25053a2d528b8b60a07aa9,-0.004249230981474188,-0.0017469672841939296,-0.00035502404414663037,0.9941677965253243,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c10,C,10,C\c10.txt,6ff44bacfcecbbc7bdbf68945e8674973ea2ad9fcc3d0db1111308bf18786ff1,C\c10.npy,7ecbfae8e5f2f188505f93787d33a28a12c975cc712849d5914f57843c60774f,-0.003688982575435602,-6.031874203142718e-05,-0.00026072460688482174,0.9991478832923162,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c11,C,11,C\c11.txt,882a59d2573052ce8fc336542409bfc93a4bdff05a3e5ae304fe108c0b9f47eb,C\c11.npy,7d08c070ac871e1f26cca29de4376bad50d6991eec3b038c567b7c8f1660a54b,0.0026186538249862437,-0.011316631535498072,-0.0010675159603742393,1.0097167427823388,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c12,C,12,C\c12.txt,031d7b7cb4e95a63e97d897c421d833a234fe2832070eca873fdc60deb89a8ba,C\c12.npy,cb7fd6abff87b9c5a037e633b52c02ed06ddf28646f68cc667a1824b3e646109,-4.678860070078731e-09,-3.402807176116086e-09,1.2760527630164788e-09,1.0000003026651725,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c13,C,13,C\c13.txt,26428a7603df560ff951b1ca25e3d620459207a4bbfa200d6bc9724d1f669bf8,C\c13.npy,08777b8ee5d2c4432bcf712e52ca2c1507e2925bc55b3072a5ce22d5b7b92d2b,0.12450845012060689,-0.15026093910795638,0.7736123477227926,0.08679282748659008,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c14,C,14,C\c14.txt,1bd5736bae2cb9c356ca031abc0673cf9fd8d70e76dfbfd51fa2fac5480f479d,C\c14.npy,7a8273648c5cffe01d528f2da0839f83f12a038951b39e0c9dd532ced83060c1,8.179959118110959e-09,8.520791288368852e-09,2.7266530369386e-09,1.0000001129150644,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c15,C,15,C\c15.txt,16f06935ca0ca36d805b4461c00807bfbfbb58eea5d90cd24e708e6918d81659,C\c15.npy,a6f4e68091e8d0a01fe586a06098c77d7fb5e977951f1d54c970b9d8c6631693,0.1114311655535184,-0.14218331254758707,0.7849954486600096,0.09109634559105685,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c2,C,2,C\c2.txt,a6c3fbef3a519505fc39cd417dd12c182e8e9057cf42a1dbbb06abb3434a26c7,C\c2.npy,b5e27b873d11195762342859846cb14f2a773beda4e92ecbfc60da363b0c4bfb,-4.677580857748584e-09,-4.677580647240209e-09,7.016371510858344e-09,0.9999999399251659,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c3,C,3,C\c3.txt,b17cf79ca732d49a1286de80e746db25f1b6a8055b148442be4ba8346f061754,C\c3.npy,3ff579eda8be40480812cf9fd14849dc2855986a74a2a769e2554c0ddbda9207,-3.2829940433401428e-09,-3.28299526369248e-09,-7.222586997790171e-09,1.0000004356613823,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c4,C,4,C\c4.txt,6a3f8f43d9d0ff1669304919d234dc929af23a8cd0c85dde38c72c58bdeeb339,C\c4.npy,f72f69df11294305a4e10f950fe50cd4ea9ad4d4e0ce7f306c5dfa498a102488,4.8100048910568355e-09,2.8860025001512046e-09,1.2987012997352544e-08,0.9999997114161868,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c5,C,5,C\c5.txt,d6977cb8f070fdec7621206a0aa0a9c6b49da893c4cf3f99a4793eb6c6f014dd,C\c5.npy,38953db14802066e1e0405edc31a09a05613066f16145d619b90d86aaaf96bed,1.824262837949444e-09,-3.0404364978874923e-10,-7.297050820677558e-09,0.9999996934617397,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c6,C,6,C\c6.txt,bcad3af10bb664b2b253abbe98be9fa869499a236ef7f103947dcbc8057209a7,C\c6.npy,e357403496e3cbef826f9e7be7bc1e3a640f0df46fba0a7d604849a0b4e7cadb,-2.50234599820286e-09,-9.38379600451176e-10,4.6918986609060206e-09,1.0000004197646837,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c7,C,7,C\c7.txt,db6f0a5eb7c2bcd108f2c3f9b019099cf7b1b26bbfd0702248fa987f951e1171,C\c7.npy,3d287f525378838d34ebaa4c34632d1632c5fdb2c435808b2093e4a9167d800c,-0.007172116591928248,-0.003168190262652152,-0.0038438853299167324,0.9979921000517026,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c8,C,8,C\c8.txt,6e5e597f1b2889eceb800007c4194e8d65d0f6a6c0aaa3053ddd0e5da128bbc1,C\c8.npy,5641e6a3b4c7d6f28ce728dc1be555abd1efcd34e0c15b35313d6245194485e5,-0.011061712026480314,5.947774917251405e-06,-0.0001888782640676735,0.9921411182873124,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
c9,C,9,C\c9.txt,6ef1aa699a047ddc09d7e744cc36045674f4c716355441880436cdf74e093484,C\c9.npy,8700ec0c1228b97268f719318c993de2b7147230f6a96a2f83386714aa0883c7,-0.0025772547348484848,-0.00437461773989898,-0.004390565025252536,1.0036551551460364,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d1,D,1,D\d1.txt,d36ab7a2a382cdaf3a3b3d0d5594028487464fb087e734909d198df7df2725df,D\d1.npy,0fa24db6f966b437fdbc0e458ec6f5676ad9b7a6cc7afa8e4018a83640588159,0.1406972315984073,-0.013084777670324226,0.7728356421615493,0.07200227635732144,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d10,D,10,D\d10.txt,146681deaa3baabe8971f99573e1f7c8f779fb35308c2e753262bfd4aae51d0e,D\d10.npy,3671dacb3e2698456af4b5d96aaef83130d8aeeb598eae72e69234d990b71b3d,0.050293571204953445,-0.16533310706281426,0.7603884061737183,0.09474365095126097,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d11,D,11,D\d11.txt,bdd7d00e9f18331621ef8a5c44858380549bdcfdcdcfa1f6c861214d457358d2,D\d11.npy,7603784b683a470553553519fad325db5a53e2ba619c07f27bbb25ecb4c7305e,0.025078177207793546,-0.1382263613183375,0.7610270264010266,0.08667970826593174,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d12,D,12,D\d12.txt,f6c65eda0c6db3322f1ff098dfd276dc304bcd9d795f47e0f1630931a6461e60,D\d12.npy,9305d7d44faf0c253e8649044ca94cb5816f850cf0026f2795d8dd4bb54935e5,0.02538524295340498,-0.1395064373364412,0.7497989799473043,0.08662155264954548,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d13,D,13,D\d13.txt,a8318e17b6575ed61c5c195711b4458a254ebeea4b5a294714336a3f2f68eb7f,D\d13.npy,d2475e66b2641a709034adf1f9a500d1c00f481beb4e87c43f95639f96a30907,0.20869114073294412,-0.24091241204678426,0.759024595898632,0.09410002744613598,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d14,D,14,D\d14.txt,d9e793398ab9ca60b8f8e16a00dc99099a83736bb9edfe276d69e92b588cc417,D\d14.npy,8fe5ba2a5d7f6a0f2acb31f854f118650fc314215a44cadee0c771fcf19c331c,-0.0008931722222222176,-0.0033639534188034136,0.0026528179487179506,1.0038453040040058,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d15,D,15,D\d15.txt,836e7f4eca4935b2a5fe94847c1c9265ac99d53d7c67ea7760f152ceb7ebd506,D\d15.npy,0251c8554ea331f3a743c730d474dd7754e652524c6e29214927c1b496a00be0,2.6269702306871204e-09,3.794512559517383e-09,6.4214827789070285e-09,0.9999995759061667,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d2,D,2,D\d2.txt,cd00e2ae365d1adce14c374748dee8af0a6ea02ab25496db34ffe681a1a24d66,D\d2.npy,b6e1852d091347662949298d565dbfb9483f1382c1e0a012ea5d56292dab5ef6,1.2420022569174294e-08,6.021829349724108e-09,1.4360924944518572e-17,1.0000003331383749,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d3,D,3,D\d3.txt,b42f565e409243d760a12e604ba3c805cfd631f9762dc31a4dd92c090338d804,D\d3.npy,ccce7e288dd33ae39ff80bf28b1aca5cc41855500aa25ee64b541cebf5f2cfd6,0.00560937496210973,-0.005280253107002122,-0.00234937617459836,1.004053159871062,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d4,D,4,D\d4.txt,cd610ae46855353e251b0e175ad803a722bd966c4ca8d89382838eee59f93882,D\d4.npy,9435d3c8e14d012a5d9f63f9fb9813469772e881d5b3c4be25f6b3a3c0619685,4.083484648726431e-09,1.6333937909579758e-08,-1.361161545293764e-09,0.9999997215847172,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d5,D,5,D\d5.txt,25fc49595cd0492cca33e15f0abd7dace2676a9237c7affaf4b1dee0e69988fd,D\d5.npy,53734a1b5b7797411e5f18ef729d455d6c15e79e139db8cbba4e1b01bbbbb319,-0.002370221276595749,-0.005874975177304962,0.0036682539007092197,1.005924300687445,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d6,D,6,D\d6.txt,44303f9aa4fa713c2ea5044482250870a5e8450dc86be6e32d4ad8dfa0bc9b3e,D\d6.npy,8fdd20bd3d1b471f8daaf428106d6a312d24c38efc990050c9bb74d85c626cb6,7.353736696854508e-18,9.34143524638433e-10,2.101821564449904e-09,0.9999998613943716,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d7,D,7,D\d7.txt,c81b955a028e18ce0192d670bed2d90c65c7b09e24d45fb53f7d158c7a869eb7,D\d7.npy,317c76592f6bde289c8d04bd036e8cafdb0b0e0ce47b3670fcd69dfbcc8cc0dd,5.963029484157351e-10,1.7889088540190928e-09,3.875968976785281e-09,0.9999998679578221,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d8,D,8,D\d8.txt,8545003e28fb02cadc50c4b1c910a6e39ca3a164675239bd4975c89cdc4bac28,D\d8.npy,280ebe35580d38c52047ecc8ad138d4de87734ed48ac01bc2e83d95b2673b299,-1.0131712756739666e-09,5.065859152855276e-10,-7.598784210504894e-09,0.9999996760256631,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
d9,D,9,D\d9.txt,cc2939197fa9e44d78c18e750ab638263bd5e82f105dd8647c47db085551f7a5,D\d9.npy,7773fae60783ccf2d1aee909263ef9ddaef3d811203f1ca71ca75b24c1c7861b,-1.2319063220332233e-09,-8.931320674990307e-09,9.239297967176531e-10,1.0000006006033026,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e1,E,1,E\e1.txt,a39b5c050451a7b331bccd547bf6f8310b14213f55ad4daf433b9d05c999a993,E\e1.npy,b5cb1e690bc49c385cd67bce34e5133cf30581199294d299b7de3adadd311d63,3.925967468706723e-09,-3.3651147099117426e-09,-1.6825574676593865e-09,0.9999999110547065,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e10,E,10,E\e10.txt,39c53aa783b69bb685927a3d0b0fd65796d8debfa9c7d635ed3641eee03db6f4,E\e10.npy,f4c4c8564ae1e3d83d8c6ecbfbeb3aa4a0052c0aed852221f764b728d9d342ce,3.984063769104822e-09,6.742261482968003e-09,1.2258657593359886e-09,0.999999810826222,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e11,E,11,E\e11.txt,a1c790cd826e10e7248fb306526e60fe039301b47f33c771e64d5618e02953c8,E\e11.npy,a04019ee582b4e4455e9dc9fe2c604516459d8b10cbdb21486d6da4eeebbac53,-8.349568706054129e-10,-4.174785196115227e-09,-8.349568466698017e-10,1.000000023447229,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e12,E,12,E\e12.txt,4de4297e45927bcc977876f02bfc248522a3975ec368d770ad3b25a8391eaf85,E\e12.npy,370587e1f75e3fb7ed7d0a85871a2eec129c724a60449c40f64789924d986700,1.3030303039626796e-08,6.363636616613773e-09,-5.151515165000682e-09,0.9999996400897796,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e13,E,13,E\e13.txt,90872d30d13d8d9e9d08b763201755d717cad27861cf392be3aeffc7fff85a32,E\e13.npy,db249e58449012f89f17c96dbc408026bc663a205372ed6986800dce31be171b,3.2057325480450577e-09,9.428625508731472e-10,-4.1485951000752325e-09,0.9999996412351045,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e14,E,14,E\e14.txt,6aa0b353c01b66cc4c6e1f6420bedea1506082f6704603aa7a9165e6981dcb71,E\e14.npy,3cdfebf36558f9048d6149ba3cf1a8a50cd409db67bf1dfae7533bd7cb3db0bb,-9.087154083238902e-09,-3.097893290074091e-09,4.1305246373299355e-10,1.0000003632556802,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e15,E,15,E\e15.txt,3ede019c72ff8119d71766520779d27856dbd4663388ddbe9b54c1e7ca3a8145,E\e15.npy,fa930a97cea044308d42dea2e8b47a81984c9b46441f1aab004eeaaffafc8d54,-1.8871483625116737e-09,-6.416305039460214e-09,-8.11473865304262e-09,0.9999995449879854,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e2,E,2,E\e2.txt,695d01ef6b555c644e091932105a767a707e452936e57cfa1cb873d3a5935b9d,E\e2.npy,6fcf8b8b0c20c0d08408cccb89f09527fd9859295311dbee55ab68d37854a3f7,0.006984979139244735,0.032346670671039315,0.7607055597947313,0.06201722559005516,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e3,E,3,E\e3.txt,0f2a10d50b095a1e754004206f65d3b14bf37fffe3422c2a381cd7c968ee255d,E\e3.npy,9beeac00e530fa9528b6c1d8ceda71b9fdd7122176b646e606ad1f5b7237091c,2.3584905674002342e-09,4.716980997506379e-09,2.620545179061456e-10,0.999999296684212,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e4,E,4,E\e4.txt,e8877a8adc0e8f65a412c5f1a58b506043dffbe215dab0f16ee6a96a8be4a567,E\e4.npy,e722544a62a125c3c27363c2975855d37b29827b492b575531b4edc6096df4b9,0.007114635350318471,0.004196006900212309,-0.001960988322717622,0.9980064259479365,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e5,E,5,E\e5.txt,6fb5a36239120a77bae1bfe1bd48345e028a0bf4f78735c7f9ecf9e56ae8bb08,E\e5.npy,0404e05b4723fb6d128798cf09ed0ac51af47d43708634fde521f56452c41bbf,2.505763018295127e-17,2.2826707316350144e-09,-4.945786550268203e-09,1.000000407559261,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e6,E,6,E\e6.txt,08106104452af788bca85be48518c8e12bb52ced702657bd461098d75bff034e,E\e6.npy,0d53397c109698bdb437f6ae9f6b0612ca63eca7889772e7cae81f39f697e268,9.20598390047902e-09,7.397665435694525e-09,-4.931777184279312e-10,1.0000002687777283,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e7,E,7,E\e7.txt,de79199de996cb2137a22ccd117669c0c5cdc32a31b5fb0aa730c9e9c81a1219,E\e7.npy,ab06d2517d709cef78ee8f2c77d89a74403dec600288548d69e9d3e2bf330ca4,-6.5124635103532626e-09,-3.817651136580157e-09,4.266786439578748e-09,1.0000002303091116,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
